response,rt,subj_idx,stimulus_index
0,1.33333333333333,770,3
0,0.8,772,3
0,1.06666666666667,776,3
0,0.366666666666667,780,3
1,1.13333333333333,792,3
0,0.566666666666667,834,3
0,2.43333333333333,834,3
0,0.133333333333333,835,3
1,1.06666666666667,842,3
1,0.0333333333333333,843,3
1,0.433333333333333,862,3
1,0.666666666666667,877,3
1,0.733333333333333,879,3
1,0.0333333333333333,885,3
1,1.13333333333333,887,3
0,1,889,3
1,1.56666666666667,892,3
0,1.36666666666667,895,3
0,0.233333333333333,896,3
0,0.4,896,3
0,0.366666666666667,896,3
1,0.1,904,3
0,0.9,910,3
0,1.7,940,3
0,0.366666666666667,944,3
0,0.333333333333333,944,3
0,0.333333333333333,946,3
1,0.0333333333333333,955,3
0,1.1,963,3
0,1.7,964,3
1,2.73333333333333,965,3
0,0.3,966,3
1,0.966666666666667,967,3
0,0.9,976,3
0,0.0333333333333333,977,3
0,1.16666666666667,977,3
1,0.0333333333333333,978,3
0,2.36666666666667,995,3
0,0.3,1001,3
1,1.8,1001,3
0,0.4,1006,3
0,0.433333333333333,1006,3
1,0.0333333333333333,1009,3
1,2.93333333333333,1013,3
0,1.33333333333333,1045,3
0,1.3,1045,3
0,1.56666666666667,1050,3
0,2.5,1054,3
1,0.0333333333333333,1057,3
1,2.46666666666667,1057,3
1,0.0333333333333333,1067,3
1,0.0333333333333333,1075,3
0,1.83333333333333,1091,3
0,0.1,1,4
0,0.0333333333333333,6,4
0,0.3,6,4
0,0.0333333333333333,6,4
0,0.333333333333333,6,4
0,0.333333333333333,6,4
0,0.233333333333333,6,4
0,0.666666666666667,6,4
0,1,6,4
0,0.9,6,4
1,0.0333333333333333,6,4
0,0.2,42,4
0,1.16666666666667,42,4
1,0.0333333333333333,46,4
0,0.333333333333333,47,4
0,1.5,47,4
0,0.366666666666667,47,4
0,1.36666666666667,49,4
0,0.8,50,4
0,1,51,4
0,1.7,51,4
1,0.933333333333333,59,4
1,0.166666666666667,59,4
1,2.96666666666667,60,4
1,0.0666666666666667,60,4
1,0.866666666666667,62,4
0,0.866666666666667,65,4
0,0.6,65,4
0,0.466666666666667,65,4
0,0.866666666666667,65,4
0,2.53333333333333,67,4
0,1.63333333333333,96,4
1,1.33333333333333,105,4
1,0.0333333333333333,108,4
0,0.8,110,4
0,0.933333333333333,111,4
1,0.0333333333333333,111,4
0,0.666666666666667,112,4
1,1.3,116,4
1,0.0333333333333333,123,4
1,0.0333333333333333,136,4
0,1.6,142,4
1,0.0333333333333333,145,4
0,1.13333333333333,145,4
1,0.866666666666667,146,4
1,1.16666666666667,163,4
1,0.0333333333333333,166,4
1,1.73333333333333,167,4
1,0.133333333333333,168,4
0,0.0333333333333333,184,4
1,1.13333333333333,186,4
1,0.0333333333333333,186,4
1,0.0333333333333333,186,4
0,2.13333333333333,189,4
1,2.4,191,4
1,1.9,193,4
0,0.733333333333333,193,4
0,1.33333333333333,198,4
0,0.533333333333333,202,4
0,0.766666666666667,202,4
0,0.266666666666667,203,4
1,0.0333333333333333,203,4
1,0.566666666666667,203,4
0,0.0333333333333333,205,4
0,0.533333333333333,207,4
0,1.8,207,4
0,0.633333333333333,209,4
0,0.4,210,4
0,0.366666666666667,211,4
0,0.1,211,4
0,0.0333333333333333,212,4
1,0.0333333333333333,217,4
1,0.0333333333333333,217,4
0,0.6,236,4
1,2.43333333333333,236,4
1,0.0333333333333333,237,4
1,2.03333333333333,249,4
0,1,267,4
0,2.16666666666667,275,4
0,0.766666666666667,296,4
0,0.866666666666667,296,4
0,1.83333333333333,298,4
0,0.533333333333333,306,4
0,1.13333333333333,308,4
1,0.0333333333333333,309,4
1,0.0333333333333333,309,4
0,2.4,347,4
1,1.9,353,4
0,0.3,355,4
0,0.5,355,4
0,0.6,355,4
1,1.06666666666667,356,4
1,2.8,356,4
1,0.6,364,4
1,0.0333333333333333,364,4
0,0.233333333333333,370,4
1,0.0333333333333333,370,4
1,0.9,372,4
0,0.9,374,4
0,0.566666666666667,381,4
1,2.26666666666667,384,4
1,1.56666666666667,384,4
1,0.0333333333333333,388,4
1,0.0333333333333333,388,4
1,0.0333333333333333,389,4
1,0.0333333333333333,389,4
1,0.0333333333333333,391,4
1,0.2,391,4
0,1.06666666666667,392,4
0,0.533333333333333,399,4
1,1.73333333333333,404,4
1,0.2,405,4
1,0.366666666666667,405,4
1,1.16666666666667,405,4
1,1.56666666666667,405,4
1,0.5,405,4
1,2.16666666666667,406,4
0,0.0333333333333333,417,4
0,0.233333333333333,417,4
0,2.66666666666667,419,4
1,0.2,425,4
0,0.6,427,4
0,1.5,429,4
0,1.8,429,4
1,1.3,432,4
1,0.433333333333333,432,4
1,0.7,432,4
1,1.73333333333333,433,4
1,1.4,436,4
0,0.2,441,4
0,0.433333333333333,442,4
0,0.666666666666667,442,4
1,0.0333333333333333,443,4
0,0.6,443,4
0,1.56666666666667,443,4
1,0.0333333333333333,444,4
0,1.46666666666667,445,4
0,1.16666666666667,447,4
1,1.46666666666667,459,4
1,1.16666666666667,461,4
0,0.333333333333333,464,4
0,0.433333333333333,468,4
0,0.3,469,4
0,1.06666666666667,470,4
0,0.266666666666667,475,4
0,0.866666666666667,477,4
0,0.833333333333333,479,4
1,0.0333333333333333,483,4
1,1.93333333333333,483,4
0,0.466666666666667,483,4
1,0.0333333333333333,483,4
0,0.133333333333333,489,4
0,1.13333333333333,505,4
1,1.46666666666667,520,4
0,1.9,520,4
0,0.533333333333333,522,4
0,2.4,523,4
0,0.8,530,4
0,0.233333333333333,531,4
0,0.0333333333333333,531,4
0,0.6,532,4
0,0.9,534,4
0,2.93333333333333,536,4
1,0.0333333333333333,538,4
0,1.46666666666667,542,4
1,0.0333333333333333,543,4
0,0.933333333333333,543,4
0,0.0333333333333333,543,4
0,0.833333333333333,545,4
0,0.433333333333333,547,4
1,0.0333333333333333,550,4
1,0.4,550,4
0,0.533333333333333,551,4
1,0.466666666666667,552,4
0,2.1,553,4
1,0.933333333333333,561,4
0,0.433333333333333,566,4
0,0.366666666666667,566,4
0,0.733333333333333,567,4
0,2.53333333333333,582,4
0,1.73333333333333,582,4
0,2.3,587,4
0,2.13333333333333,588,4
0,0.9,588,4
0,1.56666666666667,588,4
0,2.63333333333333,588,4
0,1.66666666666667,590,4
0,2.86666666666667,591,4
1,0.0333333333333333,592,4
1,1.2,612,4
1,2.66666666666667,613,4
0,0.866666666666667,613,4
0,1.16666666666667,620,4
0,1.4,620,4
1,0.0333333333333333,621,4
0,0.933333333333333,622,4
0,2.9,624,4
0,1.53333333333333,641,4
1,0.0333333333333333,645,4
0,2.96666666666667,654,4
1,0.0333333333333333,654,4
0,0.133333333333333,656,4
0,0.0333333333333333,656,4
0,1.1,663,4
0,0.766666666666667,664,4
0,0.433333333333333,665,4
1,0.0333333333333333,669,4
1,0.766666666666667,669,4
0,0.0333333333333333,669,4
0,0.0333333333333333,699,4
0,0.8,716,4
1,0.1,720,4
1,0.533333333333333,729,4
0,0.166666666666667,730,4
1,0.266666666666667,753,4
0,0.6,762,4
0,1.1,766,4
0,0.5,766,4
0,0.8,767,4
0,0.4,767,4
0,0.4,767,4
0,0.133333333333333,767,4
0,0.8,767,4
0,0.9,767,4
1,0.0333333333333333,767,4
0,0.0333333333333333,770,4
0,0.4,770,4
0,1.03333333333333,770,4
0,0.266666666666667,770,4
0,1.76666666666667,770,4
0,0.233333333333333,780,4
0,0.0333333333333333,780,4
0,1.43333333333333,781,4
0,0.666666666666667,794,4
0,0.7,794,4
0,1.23333333333333,797,4
1,0.6,799,4
0,1.23333333333333,800,4
0,0.966666666666667,802,4
0,1.8,817,4
0,1.33333333333333,821,4
1,1.16666666666667,831,4
1,0.0333333333333333,835,4
0,0.566666666666667,836,4
1,0.0333333333333333,837,4
1,2.1,837,4
0,1.76666666666667,837,4
1,1.3,841,4
1,0.2,843,4
1,0.166666666666667,843,4
0,1.16666666666667,844,4
1,1.86666666666667,848,4
1,0.0333333333333333,848,4
1,0.0333333333333333,848,4
1,0.0333333333333333,862,4
0,1.56666666666667,863,4
1,0.966666666666667,877,4
1,3,879,4
1,0.566666666666667,880,4
0,0.133333333333333,882,4
0,0.433333333333333,884,4
0,0.3,884,4
0,0.533333333333333,885,4
1,0.6,885,4
0,1.03333333333333,886,4
0,1.16666666666667,886,4
1,1.3,887,4
1,0.0333333333333333,887,4
0,0.433333333333333,888,4
0,0.0333333333333333,891,4
1,0.3,892,4
0,2.66666666666667,892,4
0,1.73333333333333,895,4
0,0.4,896,4
0,0.0333333333333333,896,4
0,0.433333333333333,896,4
0,0.533333333333333,910,4
0,1.23333333333333,911,4
0,0.3,912,4
1,0.0333333333333333,917,4
0,1.1,923,4
0,0.2,940,4
0,0.166666666666667,940,4
1,1.63333333333333,942,4
0,1.36666666666667,942,4
1,0.2,944,4
0,0.333333333333333,944,4
0,0.666666666666667,947,4
0,1.26666666666667,947,4
1,0.0333333333333333,949,4
0,1.33333333333333,950,4
0,0.4,953,4
0,0.433333333333333,953,4
1,0.0333333333333333,955,4
1,0.266666666666667,955,4
0,1.4,960,4
1,0.433333333333333,960,4
0,0.0333333333333333,960,4
1,0.0333333333333333,960,4
1,0.0333333333333333,960,4
0,1.23333333333333,966,4
1,1.3,969,4
0,1.93333333333333,971,4
0,1.8,977,4
0,2.13333333333333,977,4
1,0.0333333333333333,978,4
1,1.36666666666667,978,4
1,1.93333333333333,996,4
0,1.9,999,4
0,0.233333333333333,1000,4
0,0.633333333333333,1001,4
0,0.9,1001,4
0,1.5,1001,4
1,0.0333333333333333,1001,4
1,0.5,1001,4
1,0.0333333333333333,1006,4
0,0.8,1006,4
0,1.56666666666667,1006,4
1,0.0333333333333333,1006,4
1,0.0333333333333333,1006,4
1,0.0333333333333333,1006,4
1,1.1,1013,4
1,1.26666666666667,1016,4
0,0.666666666666667,1018,4
0,0.133333333333333,1020,4
0,0.266666666666667,1020,4
0,2.06666666666667,1039,4
0,1.56666666666667,1043,4
0,0.8,1044,4
0,1.43333333333333,1044,4
0,0.0666666666666667,1045,4
0,0.166666666666667,1045,4
0,2.26666666666667,1050,4
1,0.0333333333333333,1052,4
1,0.833333333333333,1054,4
1,0.2,1055,4
0,1,1055,4
1,0.3,1056,4
0,0.0333333333333333,1057,4
1,0.733333333333333,1061,4
0,1.53333333333333,1065,4
0,2.2,1067,4
0,1.7,1067,4
1,1.2,1067,4
0,0.166666666666667,1071,4
0,1.9,1072,4
1,0.0333333333333333,1075,4
0,2.4,1090,4
0,1.4,1093,4
